code(股票代码),stock_name(股票名称),pubDate(发布日期),statDate(统计截止日),roeAvg(平均净资产收益率),npMargin(净利率),gpMargin(毛利率),netProfit(净利润),epsTTM(每股收益(TTM)),MBRevenue(主营业务收入),totalShare(总股本),liqaShare(流通股本)
sz.000856,冀东装备,2023-10-26,2023-09-30,0.04844,0.009089,0.071168,20885193.95,0.099906,,227000000.0,227000000.0
sz.000858,五粮液,2023-10-28,2023-09-30,0.193331,0.381122,0.758592,23833980021.3,7.609303,,3881608005.0,3881525907.0
sz.000859,国风新材,2023-10-30,2023-09-30,-0.005663,-0.010005,0.050711,-16369626.83,0.037895,,895976271.0,895854021.0
sz.000860,顺鑫农业,2023-10-28,2023-09-30,-0.042165,-0.033532,0.293948,-295325626.52,-1.338846,,741766989.0,741766989.0
sz.000862,银星能源,2023-10-25,2023-09-30,0.057031,0.199382,0.368574,208551703.25,0.150792,,917954696.0,501352890.0
sz.000863,三湘印象,2023-10-28,2023-09-30,0.007423,0.035672,0.533764,31722580.72,0.132591,,1180699560.0,1163615418.0
sz.000868,安凯客车,2023-10-24,2023-09-30,-0.112989,-0.04376,0.084483,-61744810.55,-0.203255,,939514735.0,733328418.0
sz.000869,张裕A,2023-10-28,2023-09-30,0.039884,0.146324,0.590756,409885970.0,0.605055,,692249559.0,453438300.0
sz.000875,吉电股份,2023-10-31,2023-09-30,0.093621,0.150025,0.283531,1653585350.87,0.334577,,2790208174.0,2445607717.0
sz.000876,新希望,2023-10-28,2023-09-30,-0.14383,-0.042515,0.022419,-4538419722.07,-0.574477,,4545774432.0,4511774853.0
sz.000877,天山股份,2023-10-26,2023-09-30,0.00063,-0.00212,0.150923,-170455530.28,0.060961,,8663422814.0,1822140647.0
sz.000878,云南铜业,2023-10-27,2023-09-30,0.111468,0.018084,0.038738,1999247468.24,0.921364,,2003628310.0,2003591466.0
sz.000880,潍柴重机,2023-10-31,2023-09-30,0.072152,0.048108,0.128573,134707688.59,0.485844,,331320600.0,162162000.0
sz.000881,中广核技,2023-10-28,2023-09-30,-0.016564,-0.02135,0.128769,-97035984.88,-0.122978,,945425815.0,775994673.0
sz.000882,华联股份,2023-10-31,2023-09-30,0.006053,0.058317,0.567812,48412244.7,-0.036158,,2737351947.0,2737348016.0
sz.000883,湖北能源,2023-10-28,2023-09-30,0.054628,0.130069,0.212316,1877637040.26,0.160063,,6520949388.0,6479563910.0
sz.000885,城发环境,2023-10-30,2023-09-30,0.126883,0.199866,0.416701,961039642.8,1.71796,,642078255.0,642078255.0
sz.000886,海南高速,2023-10-28,2023-09-30,0.015459,0.768561,0.545204,46677021.35,0.169557,,988828300.0,975502198.0
sz.000887,中鼎股份,2023-10-31,2023-09-30,0.076305,0.067562,0.214818,863041291.1,0.827659,,1316489747.0,1313897324.0
sz.000888,峨眉山A,2023-10-27,2023-09-30,0.109151,0.280144,0.51483,230315736.59,0.370492,,526913102.0,526913102.0
sz.000889,ST中嘉,2023-10-31,2023-09-30,-0.102582,-0.02419,0.095738,-25641175.12,-0.084186,,936291116.0,869849676.0
sz.000890,法尔胜,2023-10-30,2023-09-30,-1.53326,-0.091663,0.106748,-31909667.43,0.023807,,419503968.0,419491046.0
sz.000892,欢瑞世纪,2023-10-28,2023-09-30,-0.030296,-0.169745,0.406864,-50697593.35,-0.116318,,980980473.0,710836454.0
sz.000893,亚钾国际,2023-10-31,2023-09-30,0.094261,0.340851,0.599529,985433569.66,1.618779,,929138953.0,809833840.0
sz.000895,双汇发展,2023-10-25,2023-09-30,0.206206,0.094883,0.176752,4382901337.73,1.697828,,3464661213.0,3464094270.0
sz.000897,津滨发展,2023-10-31,2023-09-30,0.204954,0.22632,0.524524,494218221.65,0.403181,,1617272234.0,1617244634.0
sz.000898,鞍钢股份,2023-10-31,2023-09-30,-0.037047,-0.024843,-0.00293,-2094000000.0,-0.22895,,9399442527.0,7956031769.0
sz.000899,赣能股份,2023-10-27,2023-09-30,0.083742,0.075837,0.122231,408328352.82,0.265285,,975677760.0,975677760.0
sz.000900,现代投资,2023-10-27,2023-09-30,0.034866,0.078838,0.259444,473162620.97,0.264862,,1517828334.0,1517760834.0
sz.000901,航天科技,2023-10-31,2023-09-30,0.005604,0.006516,0.174596,30722327.8,0.034856,,798201406.0,798193381.0
sz.000902,新洋丰,2023-10-20,2023-09-30,0.110583,0.084168,0.146869,1000367023.4,0.842146,,1304529290.0,1185293623.0
sz.000903,云内动力,2023-10-28,2023-09-30,-0.094298,-0.095949,0.034911,-392800688.56,-0.609554,,1970650857.0,1920261648.0
sz.000905,厦门港务,2023-10-31,2023-09-30,0.045705,0.016476,0.028828,280371892.18,0.367769,,741809597.0,741808097.0
sz.000906,浙商中拓,2023-10-28,2023-09-30,0.097091,0.005639,0.015108,856077959.61,1.208558,,699491979.0,692038014.0
sz.000908,*ST景峰,2023-10-31,2023-09-30,-0.230844,-0.025617,0.755603,-14187699.9,-0.152508,,879774351.0,788907887.0
sz.000909,ST数源,2023-10-31,2023-09-30,0.02154,0.055408,0.394124,37644735.58,-0.801021,,453828600.0,387423864.0
sz.000910,大亚圣象,2023-10-28,2023-09-30,0.037347,0.055817,0.264181,248853397.8,0.62251,,547397500.0,547126000.0
sz.000911,广农糖业,2023-10-31,2023-09-30,0.234031,0.003469,0.135817,7233466.11,-0.330526,,400319818.0,324080937.0
sz.000912,泸天化,2023-10-31,2023-09-30,0.03703,0.044509,0.126686,232319058.37,0.167107,,1568000000.0,1568000000.0
sz.000913,钱江摩托,2023-10-26,2023-09-30,0.104463,0.098093,0.268743,402017589.49,0.792027,,527191000.0,457326050.0
sz.000915,华特达因,2023-10-20,2023-09-30,0.169362,0.518609,0.860195,891361429.58,2.24146,,234331485.0,234207235.0
sz.000917,电广传媒,2023-10-28,2023-09-30,0.007814,0.067172,0.281404,196448619.88,0.144177,,1417556338.0,1417267682.0
sz.000919,金陵药业,2023-10-31,2023-09-30,0.032349,0.050807,0.21351,106909525.59,0.2151,,511136000.0,503263097.0
sz.000920,沃顿科技,2023-10-27,2023-09-30,0.078256,0.12444,0.367337,145447496.25,0.372485,,472621118.0,421977500.0
sz.000921,海信家电,2023-10-31,2023-09-30,0.196268,0.061062,0.220989,3962894078.53,2.010631,,1388147370.0,902831392.0
sz.000922,佳电股份,2023-10-26,2023-09-30,0.09098,0.093204,0.229713,283058336.1,0.66135,,596540053.0,585073503.0
sz.000923,河钢资源,2023-10-27,2023-09-30,0.073943,0.234157,0.603817,932985860.09,1.409221,,652728961.0,627893854.0
sz.000925,众合科技,2023-10-28,2023-09-30,-0.009912,-0.014838,0.231944,-20043597.73,-0.027665,,556328062.0,548543467.0
sz.000926,福星股份,2023-10-31,2023-09-30,0.007163,0.009481,0.248306,42065702.48,0.131885,,949322474.0,935036861.0
sz.000927,中国铁物,2023-10-31,2023-09-30,0.060896,0.01744,0.048474,589294860.62,0.101261,,6050353641.0,4460449597.0
sz.000928,中钢国际,2023-10-31,2023-09-30,0.073745,0.030207,0.085548,518320074.45,0.54544,,1295669327.0,1295645927.0
sz.000929,兰州黄河,2023-10-21,2023-09-30,0.017319,0.100299,0.220171,19917532.99,0.006788,,185766000.0,185754223.0
sz.000930,中粮科技,2023-10-27,2023-09-30,-0.029195,-0.023458,0.057309,-345328717.95,-0.128522,,1864720561.0,1856433959.0
sz.000931,中关村,2023-10-28,2023-09-30,0.027533,0.032107,0.596964,53899712.97,-0.019436,,753126982.0,746191982.0
sz.000932,华菱钢铁,2023-10-31,2023-09-30,0.080292,0.043497,0.098571,5212768711.69,0.774759,,6908632499.0,6908546583.0
sz.000933,神火股份,2023-10-24,2023-09-30,0.242084,0.16714,0.27245,4785141004.12,2.584492,,2250986609.0,2237946854.0
sz.000935,四川双马,2023-10-31,2023-09-30,0.097842,0.829995,0.422887,668566756.3,0.954124,,763440333.0,763440333.0
sz.000936,华西股份,2023-10-31,2023-09-30,0.017986,0.044332,0.056891,91579283.88,0.172592,,886012887.0,885790889.0
sz.000937,冀中能源,2023-10-28,2023-09-30,0.183254,0.216963,0.338068,4416476540.42,1.242061,,3533546850.0,2906599842.0
sz.000938,紫光股份,2023-10-30,2023-09-30,0.047247,0.04909,0.19903,2710481469.55,0.719909,,2860079874.0,2860079874.0
sz.000948,南天信息,2023-10-25,2023-09-30,0.02139,0.00952,0.129932,54060691.34,0.373911,,394360697.0,381097443.0
sz.000949,新乡化纤,2023-10-31,2023-09-30,0.00431,0.004317,0.074729,23752864.56,-0.080025,,1466727778.0,1403232694.0
sz.000950,重药控股,2023-10-27,2023-09-30,0.047783,0.010676,0.08153,623281816.15,0.399324,,1728184696.0,1728184696.0
sz.000951,中国重汽,2023-10-31,2023-09-30,0.046751,0.029316,0.072749,901878181.89,0.435967,,1174869360.0,1174775868.0
sz.000952,广济药业,2023-10-21,2023-09-30,-0.045417,-0.137407,0.288299,-71794280.01,-0.103163,,353973939.0,343987615.0
sz.000953,河化股份,2023-10-27,2023-09-30,-0.050305,-0.024896,0.132224,-3767096.41,-0.273589,,366122195.0,366122195.0
sz.000955,欣龙控股,2023-10-31,2023-09-30,-0.016276,-0.031344,0.065805,-15099706.29,-0.030684,,538395000.0,537778800.0
sz.000957,中通客车,2023-10-31,2023-09-30,0.027309,0.02644,0.206365,73704209.6,0.216552,,592903936.0,592903936.0
sz.000958,电投产融,2023-10-31,2023-09-30,0.038389,0.262419,0.290373,947669091.36,0.127547,,5383418520.0,5383396020.0
sz.000959,首钢股份,2023-10-27,2023-09-30,0.019454,0.012119,0.056832,1030313132.56,0.03182,,7819869170.0,6013305341.0
sz.000960,锡业股份,2023-10-27,2023-09-30,0.064601,0.034813,0.082726,1171722443.61,0.666076,,1645801952.0,1645801952.0
sz.000962,东方钽业,2023-10-25,2023-09-30,0.076744,0.18833,0.175836,147066271.89,0.410791,,445826444.0,440829182.0
sz.000963,华东医药,2023-10-25,2023-09-30,0.112617,0.072169,0.31858,2193548822.36,1.542836,,1754425348.0,1749727048.0
sz.000965,天保基建,2023-10-31,2023-09-30,-0.020296,-0.073754,0.126893,-112272960.24,-0.132895,,1109830895.0,1109830895.0
sz.000966,长源电力,2023-10-28,2023-09-30,0.064545,0.063073,0.120966,673228303.91,0.183714,,2749327699.0,1307951301.0
sz.000967,盈峰环境,2023-10-28,2023-09-30,0.034625,0.070178,0.247607,630932452.94,0.156829,,3179506670.0,3178034201.0
sz.000968,蓝焰控股,2023-10-26,2023-09-30,0.078205,0.224234,0.386715,394823640.59,0.543661,,967502660.0,967502660.0
sz.000969,安泰科技,2023-10-31,2023-09-30,0.038998,0.043558,0.170257,263296651.82,0.224667,,1049308097.0,1025728146.0
sz.000970,中科三环,2023-10-26,2023-09-30,0.034466,0.047239,0.134845,303144620.21,0.374336,,1215725773.0,1215725773.0
sz.000972,中基健康,2023-10-28,2023-09-30,0.368187,0.125824,0.286015,43165001.8,0.121429,,771283579.0,771283579.0
sz.000973,佛塑科技,2023-10-28,2023-09-30,0.071368,0.11569,0.209935,221714324.11,0.240611,,967423171.0,967423171.0
sz.000975,山金国际,2023-10-28,2023-09-30,0.100897,0.174129,0.290745,1235447410.7,0.472765,,2776722265.0,2486700295.0
sz.000977,浪潮信息,2023-10-31,2023-09-30,0.04593,0.016211,0.096661,779676672.19,0.897198,,1472135122.0,1469887286.0
sz.000978,桂林旅游,2023-10-28,2023-09-30,0.027893,0.073504,0.349682,26942894.88,-0.156413,,468130000.0,360039650.0
sz.000980,众泰汽车,2023-10-28,2023-09-30,-0.202103,-0.839119,0.084223,-446195100.76,-0.18625,,5042547739.0,4276302713.0
sz.000981,山子高科,2023-10-31,2023-09-30,-0.296436,-0.325181,0.111181,-1380304874.55,-0.235316,,9997470888.0,5579944555.0
sz.000983,山西焦煤,2023-10-26,2023-09-30,0.161012,0.171845,0.391458,6993488315.5,1.235798,,5677101059.0,4096560000.0
sz.000985,大庆华科,2023-10-28,2023-09-30,-0.022187,-0.009125,0.042968,-13155571.32,-0.154065,,129639500.0,129639500.0
sz.000987,越秀资本,2023-10-31,2023-09-30,0.074548,0.265989,,2812769382.71,0.522368,,5017132462.0,5016024077.0
sz.000988,华工科技,2023-10-27,2023-09-30,0.094412,0.112237,0.238812,808947107.9,0.990219,,1005502707.0,1004985657.0
sz.000989,ST九芝,2023-10-26,2023-09-30,0.072812,0.121303,0.610393,287515147.59,0.299981,,855942012.0,689874478.0
sz.000990,诚志股份,2023-10-27,2023-09-30,0.007401,0.022128,0.118577,221655203.65,0.125196,,1215237535.0,1215236635.0
sz.000993,闽东电力,2023-10-26,2023-09-30,0.135074,0.22916,0.35505,319773393.44,0.63613,,457951455.0,439747572.0
sz.000995,皇台酒业,2023-10-26,2023-09-30,0.025735,0.032209,0.610352,3633977.15,0.040494,,177408000.0,177408000.0
sz.000997,新大陆,2023-10-28,2023-09-30,0.139596,0.15159,0.355236,820193510.67,0.062279,,1032062937.0,1026361151.0
sz.000998,隆平高科,2023-10-28,2023-09-30,-0.111308,-0.230352,0.408025,-471543414.05,-0.538389,,1316970298.0,1298735692.0
sz.000999,华润三九,2023-10-28,2023-09-30,0.135317,0.14484,0.517915,2695179086.81,2.933731,,988184000.0,978395308.0
sz.001201,东瑞股份,2023-10-31,2023-09-30,-0.143467,-0.514995,-0.033954,-415660970.42,-1.774749,,212805600.0,90699174.0
sz.001202,炬申股份,2023-10-27,2023-09-30,0.069988,0.067664,0.150177,49753823.74,0.46157,,128800000.0,40222000.0
sz.001203,大中矿业,2023-10-20,2023-09-30,0.140692,0.291956,0.52769,828812101.01,0.5794,,1508021588.0,433001349.0
sz.001205,盛航股份,2023-10-31,2023-09-30,0.075596,0.14251,0.311983,125094547.57,0.882796,,170977333.0,117387133.0
sz.001206,依依股份,2023-10-28,2023-09-30,0.048214,0.088628,0.164401,87384122.75,0.601139,,184893808.0,89673238.0
sz.001207,联科科技,2023-10-18,2023-09-30,0.074727,0.080796,0.14417,115011485.06,0.754211,,202355964.0,64832989.0
sz.001208,华菱线缆,2023-10-27,2023-09-30,0.041692,0.024255,0.132138,62433292.94,0.165991,,534424000.0,248072747.0
sz.001209,洪兴股份,2023-10-31,2023-09-30,0.061658,0.074104,0.358786,76451778.62,0.445042,,131522720.0,40287859.0
sz.001210,金房能源,2023-10-27,2023-09-30,0.049393,0.123576,0.233244,65617229.46,0.835978,,108897692.0,48430416.0
sz.001211,双枪科技,2023-10-27,2023-09-30,-0.004587,-0.007147,0.346176,-4835409.06,-0.342031,,72000000.0,37623315.0
sz.001212,中旗新材,2023-10-27,2023-09-30,0.044516,0.128185,0.206382,67490003.67,0.736896,,117871099.0,54816224.0
sz.001213,中铁特货,2023-10-27,2023-09-30,0.031832,0.076928,0.100154,589092094.15,0.116436,,4444444444.0,1044444444.0
sz.001215,千味央厨,2023-10-25,2023-09-30,0.085648,0.070174,0.229413,93196482.12,1.460018,,86642436.0,45222136.0
sz.001216,华瓷股份,2023-10-26,2023-09-30,0.098541,0.164684,0.335423,147974240.8,0.642658,,251866700.0,62966700.0
sz.001217,华尔泰,2023-10-20,2023-09-30,0.047302,0.075875,0.136884,99725961.36,0.418271,,331870000.0,132928800.0
sz.001218,丽臣实业,2023-10-27,2023-09-30,0.051504,0.045149,0.122795,107168684.91,1.136303,,131660000.0,74018100.0
sz.001219,青岛食品,2023-10-27,2023-09-30,0.079372,0.198826,0.325491,74873926.23,0.610192,,149987500.0,75721840.0
sz.001222,源飞宠物,2023-10-31,2023-09-30,0.088602,0.16163,0.223973,118192004.26,0.652536,,190890000.0,65240000.0
sz.001223,欧克科技,2023-10-27,2023-09-30,0.058832,0.368199,0.370894,107362701.21,1.82128,,66680000.0,16680000.0
sz.001225,和泰机电,2023-10-31,2023-09-30,0.080417,0.299499,0.401445,86323266.46,1.794087,,64666800.0,16166800.0
sz.001226,拓山重工,2023-10-31,2023-09-30,-0.005714,-0.011699,0.094267,-4329307.75,0.089944,,74666700.0,18666700.0
sz.001227,兰州银行,2023-10-28,2023-09-30,0.046092,0.244076,,1523308681.43,0.327994,,5695697168.0,2768114973.0
sz.001228,永泰运,2023-10-31,2023-09-30,0.084158,0.078555,0.143715,144784643.52,1.83491,,103864609.0,54864609.0
sz.001229,魅视科技,2023-10-27,2023-09-30,0.064545,0.430473,0.781056,60152846.53,0.868722,,100000000.0,29405909.0
sz.001230,劲旅环境,2023-10-26,2023-09-30,0.054299,0.092707,0.246728,95997967.25,1.186813,,111393348.0,39458374.0
sz.001231,农心科技,2023-10-27,2023-09-30,0.037786,0.071325,0.315784,31999737.18,0.685969,,100000000.0,35486500.0
sz.001234,泰慕士,2023-10-28,2023-09-30,0.059909,0.087742,0.186936,52911849.69,0.543409,,106666700.0,29066700.0
sz.001236,弘业期货,2023-10-28,2023-09-30,0.000495,0.000835,,910875.82,-0.015424,,1007777778.0,326435656.0
sz.001238,浙江正特,2023-10-31,2023-09-30,0.030626,0.032692,0.264357,28995023.82,0.353212,,110000000.0,31977125.0
sz.001239,永达股份,2023-11-22,2023-09-30,0.117187,0.103216,0.22547,61709523.84,0.512201,597868574.72,180000000.0,
sz.001255,博菲电气,2023-10-27,2023-09-30,0.059332,0.183039,0.352369,46444238.91,0.721291,,80000000.0,20000000.0
sz.001256,炜冈科技,2023-10-31,2023-09-30,0.061965,0.213038,0.326403,66181031.37,0.585252,,142612558.0,35653500.0
sz.001258,立新能源,2023-10-26,2023-09-30,0.067484,0.249093,0.624449,198977101.01,0.220532,,933333334.0,468712334.0
sz.001259,利仁科技,2023-10-26,2023-09-30,0.022311,0.052706,0.262978,16656721.22,0.366707,,73588888.0,18484443.0
sz.001260,坤泰股份,2023-10-28,2023-09-30,0.062028,0.107765,0.295506,36822690.77,0.476181,,115000000.0,28750000.0
sz.001266,宏英智能,2023-10-31,2023-09-30,0.009055,0.030842,0.318082,8996160.85,0.298847,,103416000.0,29559600.0
sz.001267,汇绿生态,2023-10-26,2023-09-30,0.016681,0.06455,0.258247,25099153.45,0.064124,,779671428.0,361705288.0
sz.001268,联合精密,2023-10-27,2023-09-30,0.048323,0.091882,0.21913,46073974.46,0.520682,,107933334.0,35194084.0
sz.001269,欧晶科技,2023-10-31,2023-09-30,0.419899,0.253017,0.333149,588475728.47,3.494044,,192395876.0,48098970.0
sz.001270,铖昌科技,2023-10-27,2023-09-30,0.03823,0.306639,0.605037,52389699.06,0.797743,,156538124.0,71255339.0
sz.001277,速达股份,2024-10-28,2023-09-30,,0.115996,0.244618,97951067.15,2.062799,,57000000.0,
sz.001278,一彬科技,2023-10-27,2023-09-30,0.065207,0.045084,0.210383,64039022.01,0.786498,,123733400.0,30933400.0
sz.001279,强邦新材,2024-10-31,2023-09-30,,0.067126,0.13492,70563889.8,0.786626,,120000000.0,
sz.001282,三联锻造,2023-10-26,2023-09-30,0.082427,0.097402,0.21839,84234882.9,1.084719,,113360000.0,27808564.0
sz.001283,豪鹏科技,2023-10-28,2023-09-30,0.024795,0.01883,0.212485,56606338.86,0.814278,,81860639.0,29744540.0
sz.001286,陕西能源,2023-10-27,2023-09-30,0.115436,0.24087,0.428655,3419126766.56,0.7067,,3750000000.0,727497699.0
sz.001287,中电港,2023-10-27,2023-09-30,0.028853,0.004632,0.034582,111532040.35,0.315552,,759900097.0,184273692.0
sz.001288,运机集团,2023-10-27,2023-09-30,0.036077,0.108117,0.227509,69392802.05,0.631785,,160000000.0,55779525.0
sz.001289,龙源电力,2023-10-27,2023-09-30,0.087422,0.250547,0.3814,7041487231.6,0.699949,,8381963164.0,133336023.0
sz.001296,长江材料,2023-10-21,2023-09-30,0.057098,0.140554,0.262375,92012431.86,1.090036,,106859233.0,37645523.0
sz.001298,好上好,2023-10-31,2023-09-30,0.03752,0.013052,0.047341,57148518.49,0.3052,,139200000.0,34800000.0
sz.001299,美能能源,2023-10-24,2023-09-30,0.039536,0.132985,0.186122,49365816.33,0.43885,,187579697.0,46900000.0
sz.001300,三柏硕,2023-10-31,2023-09-30,0.01108,0.041672,0.254192,12104226.81,-0.070352,,243775914.0,60943979.0
sz.001301,尚太科技,2023-10-26,2023-09-30,0.106152,0.179148,0.273479,568064537.34,3.110447,,260755600.0,64943700.0
sz.001306,夏厦精密,2023-11-15,2023-09-30,0.109945,0.148849,0.29141,56588088.94,2.085953,,46500000.0,
sz.001308,康冠科技,2023-10-31,2023-09-30,0.139608,0.101132,0.17604,865854641.21,1.804218,,683878293.0,75430031.0
sz.001309,德明利,2023-10-31,2023-09-30,-0.106172,-0.113379,0.036391,-110686643.56,-0.905166,,113247800.0,67075558.0
sz.001311,多利科技,2023-10-31,2023-09-30,0.128172,0.140789,0.243356,386613925.39,2.821402,,183733334.0,45933334.0
sz.001313,粤海饲料,2023-10-30,2023-09-30,-0.005525,-0.003224,0.108365,-17145492.71,0.079373,,700000000.0,218092001.0
sz.001314,亿道信息,2023-10-27,2023-09-30,0.064732,0.05066,0.182449,94827560.85,0.853772,,141999100.0,35111500.0
sz.001316,润贝航科,2023-10-31,2023-09-30,0.071892,0.129421,0.247349,78115955.0,1.185583,,82213000.0,28417500.0
sz.001317,三羊马,2023-10-28,2023-09-30,0.022113,0.023821,0.070191,17580435.69,0.175436,,80040000.0,29640000.0
sz.001318,阳光乳业,2023-10-26,2023-09-30,0.073459,0.219612,0.358387,92743018.03,0.400054,,282660000.0,77060000.0
sz.001319,铭科精技,2023-10-27,2023-09-30,0.059837,0.115643,0.271871,71988866.82,0.596426,,141400000.0,54917000.0
sz.001322,箭牌家居,2023-10-28,2023-09-30,0.059848,0.054279,0.294132,286596942.89,0.471923,,970122000.0,96609517.0
sz.001323,慕思股份,2023-10-27,2023-09-30,0.117281,0.136212,0.50791,518353976.02,2.001045,,400010000.0,40010000.0
sz.001324,长青科技,2023-10-26,2023-09-30,0.075695,0.149793,0.323225,58233834.84,0.603891,,138000000.0,33804587.0
sz.001326,联域股份,2023-11-08,2023-09-30,0.289835,0.128119,0.259188,133587742.35,2.938151,,54900000.0,
sz.001328,登康口腔,2023-10-27,2023-09-30,0.112462,0.10647,0.441871,107667337.93,0.792536,,172173800.0,42179447.0
sz.001330,博纳影业,2023-10-30,2023-09-30,-0.035658,-0.179712,0.204136,-237467501.89,-0.286299,,1374518984.0,1055178085.0
sz.001331,胜通能源,2023-10-28,2023-09-30,-0.034385,-0.016012,-0.019372,-52968663.15,-0.183381,,168000000.0,42000000.0
sz.001332,锡装股份,2023-10-28,2023-09-30,0.059813,0.163888,0.240169,128518456.25,1.671078,,108000000.0,27000000.0
sz.001333,光华股份,2023-10-30,2023-09-30,0.059055,0.082695,0.136177,91720090.24,0.915246,,128000000.0,32000000.0
sz.001336,楚环科技,2023-10-31,2023-09-30,0.034916,0.093266,0.349178,26346986.67,0.609591,,80373500.0,28557260.0
sz.001337,四川黄金,2023-10-28,2023-09-30,0.146357,0.314972,0.470334,157134973.22,0.465004,,420000000.0,60000000.0
sz.001338,永顺泰,2023-10-25,2023-09-30,0.038206,0.033351,0.067745,125221350.68,0.323252,,501730834.0,125432708.0
sz.001339,智微智能,2023-10-31,2023-09-30,0.016644,0.011272,0.116153,31330525.35,0.20313,,249157000.0,70959500.0
sz.001358,兴欣新材,2023-12-01,2023-09-30,0.204633,0.256288,0.360847,128695523.92,2.447963,501981762.44,66000000.0,
sz.001359,平安电工,2024-10-22,2023-09-30,,0.182979,0.333854,123873272.06,1.168755,,139123165.0,
sz.001360,南矿集团,2023-10-27,2023-09-30,0.085663,0.126722,0.344379,86329870.64,0.586894,,204000000.0,49975510.0
sz.001366,播恩集团,2023-10-30,2023-09-30,0.049923,0.030817,0.139722,34125836.71,0.382985,,160680000.0,40350000.0
sz.001367,海森药业,2023-10-30,2023-09-30,0.085357,0.254004,0.400708,71926596.85,1.423083,,68000000.0,16658375.0
sz.001368,通达创智,2023-10-31,2023-09-30,0.077415,0.140026,0.28863,80971839.12,0.918749,,112000000.0,28000000.0
sz.001373,翔腾新材,2023-10-27,2023-09-30,0.048956,0.074733,0.149054,40271529.21,0.637543,,68686888.0,17171722.0
sz.001376,百通能源,2023-11-02,2023-09-30,0.12882,0.127935,0.245596,100352005.15,0.310528,,414810000.0,332853000.0
sz.001378,德冠新材,2023-10-31,2023-09-30,0.117567,0.115712,0.196774,101268230.31,1.388538,,100000000.0,
sz.001379,腾达科技,2023-12-28,2023-09-30,0.123724,0.054847,0.117128,74696829.68,0.822719,,150000000.0,
sz.001380,华纬科技,2023-10-25,2023-09-30,0.106754,0.131026,0.273793,110865160.61,1.223397,,128880000.0,31572263.0
sz.001387,雪祺电气,2023-12-22,2023-09-30,0.156445,0.059109,0.132528,100102451.12,1.219815,1671367765.28,102570000.0,
sz.001389,广合科技,2024-10-30,2023-09-30,0.186212,0.147788,0.333001,289833946.24,0.89932,,380000000.0,
sz.001391,国货航,2024-12-11,2023-09-30,,0.06564,0.110764,644943570.0,0.138961,9761828531.0,10689527205.0,
sz.001696,宗申动力,2023-10-31,2023-09-30,0.077826,0.068172,0.153273,392039418.76,0.321881,,1145026920.0,891339725.0
sz.001872,招商港口,2023-10-26,2023-09-30,0.056013,0.555071,0.422273,6525028020.21,1.493723,,2499074661.0,1742468718.0
sz.001896,豫能控股,2023-10-31,2023-09-30,-0.165922,-0.073843,0.024774,-648476058.74,-0.870178,,1525781330.0,1320781330.0
sz.001914,招商积余,2023-10-27,2023-09-30,0.063398,0.057772,0.126588,627172467.85,0.675222,,1060346060.0,1060342760.0
sz.001965,招商公路,2023-10-31,2023-09-30,0.070935,0.716176,0.395764,4709112184.64,0.899277,,6203239112.0,6203239112.0
sz.001979,招商蛇口,2023-10-31,2023-09-30,0.034695,0.072876,0.182518,5526078764.45,0.608527,,8341107134.0,7737979156.0
sz.002001,新和成,2023-10-27,2023-09-30,0.087964,0.192441,0.335494,2119195575.71,0.876903,,3090907356.0,3054533154.0
sz.002003,伟星股份,2023-10-27,2023-09-30,0.147767,0.183248,0.415849,532233944.92,0.482965,,1037182156.0,870873740.0
sz.002004,华邦健康,2023-10-31,2023-09-30,0.049281,0.098852,0.404275,875142530.13,0.111714,,1979919191.0,1882283004.0
sz.002005,ST德豪,2023-10-28,2023-09-30,-0.211947,-0.346294,0.08965,-204520599.97,-0.195391,,1752424858.0,1752424858.0
sz.002006,精工科技,2023-10-31,2023-09-30,0.105662,0.127571,0.2988,142833463.03,0.61269,,455160000.0,455160000.0
sz.002007,华兰生物,2023-10-30,2023-09-30,0.100066,0.325144,0.696368,1272280817.3,0.681304,,1824366726.0,1573586894.0
sz.002008,大族激光,2023-10-24,2023-09-30,0.041097,0.075629,0.359286,709959517.38,0.787677,,1052185781.0,979321743.0
sz.002009,天奇股份,2023-10-31,2023-09-30,-0.158953,-0.124448,0.064982,-342622436.85,-0.911113,,380641934.0,372140753.0
sz.002010,传化智联,2023-10-31,2023-09-30,0.028556,0.022298,0.106985,573460631.38,0.228751,,2802649508.0,2674127687.0
sz.002011,盾安环境,2023-10-27,2023-09-30,0.137491,0.063487,0.192642,536173689.87,0.646836,,1056626982.0,915005508.0
sz.002012,凯恩股份,2023-10-27,2023-09-30,0.043151,0.097694,0.13167,65311174.0,0.116694,,467625470.0,466175031.0
sz.002014,永新股份,2023-10-26,2023-09-30,0.1268,0.119815,0.248109,297012386.68,0.662597,,612491866.0,603811331.0
sz.002015,协鑫能科,2023-10-27,2023-09-30,0.087854,0.112402,0.175147,965876922.17,0.582998,,1623324614.0,1623324614.0
sz.002016,世荣兆业,2023-10-28,2023-09-30,0.051867,0.212699,0.426654,262682079.09,0.327034,,809095632.0,809095632.0
sz.002017,东信和平,2023-10-27,2023-09-30,0.067416,0.1063,0.318299,111082294.95,0.232568,,580431909.0,578905358.0
sz.002019,亿帆医药,2023-10-31,2023-09-30,0.016502,0.034503,0.50599,101104513.81,0.110003,,1226024827.0,851284097.0
