code(股票代码),stock_name(股票名称)
sz.002568,百润股份
sz.002575,群兴玩具
sz.002576,通达动力
sz.002577,雷柏科技
sz.002578,闽发铝业
sz.002580,圣阳股份
sz.002582,好想你
sz.002583,海能达
sz.002584,西陇科学
sz.002590,万安科技
sz.002595,豪迈科技
sz.002598,山东章鼓
sz.002600,领益智造
sz.002605,姚记科技
sz.002606,大连电瓷
sz.002608,江苏国信
sz.002613,北玻股份
sz.002615,哈尔斯
sz.002616,长青集团
sz.002617,露笑科技
sz.002623,亚玛顿
sz.002625,光启技术
sz.002626,金达威
sz.002629,仁智股份
sz.002635,安洁科技
sz.002636,金安国纪
sz.002641,公元股份
sz.002643,万润股份
sz.002645,华宏科技
sz.002649,博彦科技
sz.002653,海思科
sz.002660,茂硕电源
sz.002663,普邦股份
sz.002670,国盛金控
sz.002671,龙泉股份
sz.002674,兴业科技
sz.002675,东诚药业
sz.002676,顺威股份
sz.002681,奋达科技
sz.002683,广东宏大
sz.002685,华东重机
sz.002691,冀凯股份
sz.002692,远程股份
sz.002695,煌上煌
sz.002696,百洋股份
sz.002712,思美传媒
sz.002722,物产金轮
sz.002724,海洋王
sz.002728,特一药业
sz.002733,雄韬股份
sz.002736,国信证券
sz.002738,中矿资源
sz.002745,木林森
sz.002746,仙坛股份
sz.002755,奥赛康
sz.002759,天际股份
sz.002763,汇洁股份
sz.002765,蓝黛科技
sz.002767,先锋电子
sz.002768,国恩股份
sz.002771,真视通
sz.002777,久远银海
sz.002778,中晟高科
sz.002779,中坚科技
sz.002800,天顺股份
sz.002801,微光股份
sz.002802,洪汇新材
sz.002803,吉宏股份
sz.002806,华锋股份
sz.002809,红墙股份
sz.002811,郑中设计
sz.002813,路畅科技
sz.002815,崇达技术
sz.002816,和科达
sz.002818,富森美
sz.002819,东方中科
sz.002824,和胜股份
sz.002825,纳尔股份
sz.002827,高争民爆
sz.002831,裕同科技
sz.002832,比音勒芬
sz.002835,同为股份
sz.002836,新宏泽
sz.002837,英维克
sz.002838,道恩股份
sz.002857,三晖电气
sz.002858,力盛体育
sz.002859,洁美科技
sz.002861,瀛通通讯
sz.002862,实丰文化
sz.002864,盘龙药业
sz.002867,周大生
sz.002871,伟隆股份
sz.002879,长缆科技
sz.002880,卫光生物
sz.002881,美格智能
sz.002882,金龙羽
sz.002884,凌霄泵业
sz.002885,京泉华
sz.002888,惠威科技
sz.002892,科力尔
sz.002897,意华股份
sz.002899,英派斯
sz.002900,哈三联
sz.002903,宇环数控
sz.002906,华阳集团
sz.002907,华森制药
sz.002912,中新赛克
sz.002913,奥士康
sz.002920,德赛西威
sz.002922,伊戈尔
sz.002926,华西证券
sz.002927,泰永长征
sz.002929,润建股份
sz.002933,新兴装备
sz.002938,鹏鼎控股
sz.002939,长城证券
sz.002942,新农股份
sz.002943,宇晶股份
sz.002945,华林证券
sz.002951,*ST金时
sz.002953,日丰股份
sz.002955,鸿合科技
sz.002956,西麦食品
sz.002959,小熊电器
sz.002960,青鸟消防
sz.002962,五方光电
sz.002965,祥鑫科技
sz.002967,广电计量
sz.002968,新大正
sz.002970,锐明技术
sz.002973,侨银股份
sz.002975,博杰股份
sz.002978,安宁股份
sz.002980,华盛昌
sz.002983,芯瑞达
sz.002984,森麒麟
sz.002985,北摩高科
sz.002986,宇新股份
sz.002988,豪美新材
sz.002991,甘源食品
sz.002993,奥海科技
sz.002995,天地在线
sz.002996,顺博合金
sz.002998,优彩资源
sz.003000,劲仔食品
sz.003002,壶化股份
sz.003003,天元股份
sz.003004,声迅股份
sz.003006,百亚股份
sz.003009,中天火箭
sz.003010,若羽臣
sz.003016,欣贺股份
sz.003018,金富科技
sz.003019,宸展光电
sz.003020,立方制药
sz.003021,兆威机电
sz.003023,彩虹集团
sz.003028,振邦智能
sz.003029,吉大正元
sz.003031,中瓷电子
sz.003033,征和工业
sz.003035,南网能源
sz.003036,泰坦股份
sz.003037,三和管桩
sz.003039,顺控发展
sz.003041,真爱美家
sz.003043,华亚智能
sz.300001,特锐德
sz.300002,神州泰岳
sz.300003,乐普医疗
sz.300004,南风股份
sz.300005,探路者
sz.300006,莱美药业
sz.300007,汉威科技
sz.300008,天海防务
sz.300011,鼎汉技术
sz.300015,爱尔眼科
sz.300016,北陆药业
sz.300017,网宿科技
sz.300018,中元股份
sz.300019,硅宝科技
sz.300021,大禹节水
sz.300025,华星创业
sz.300033,同花顺
sz.300034,钢研高纳
sz.300037,新宙邦
sz.300041,回天新材
sz.300045,华力创通
sz.300046,台基股份
sz.300047,天源迪科
sz.300048,合康新能
sz.300049,福瑞股份
sz.300053,航宇微
sz.300054,鼎龙股份
sz.300055,万邦达
sz.300057,万顺新材
sz.300058,蓝色光标
sz.300059,东方财富
sz.300062,中能电气
sz.300065,海兰信
sz.300067,安诺其
sz.300069,金利华电
sz.300074,华平股份
sz.300076,GQY视讯
sz.300085,银之杰
sz.300095,华伍股份
sz.300101,振芯科技
sz.300102,乾照光电
sz.300105,龙源技术
sz.300106,西部牧业
sz.300109,新开源
sz.300112,万讯自控
sz.300113,顺网科技
sz.300119,瑞普生物
sz.300122,智飞生物
sz.300124,汇川技术
sz.300129,泰胜风能
sz.300130,新国都
sz.300136,信维通信
sz.300137,ST先河
sz.300138,晨光生物
sz.300139,晓程科技
sz.300141,和顺电气
sz.300143,盈康生命
sz.300146,汤臣倍健
sz.300150,世纪瑞尔
sz.300151,昌红科技
sz.300154,瑞凌股份
sz.300162,雷曼光电
sz.300163,ST先锋
sz.300164,通源石油
sz.300165,ST天瑞
sz.300166,东方国信
sz.300170,汉得信息
sz.300179,四方达
sz.300181,佐力药业
sz.300183,东软载波
sz.300184,力源信息
sz.300188,国投智能
sz.300189,神农种业
sz.300192,科德教育
sz.300193,佳士科技
sz.300196,长海股份
sz.300200,高盟新材
sz.300201,海伦哲
sz.300206,理邦仪器
sz.300213,佳讯飞鸿
sz.300218,安利股份
sz.300221,银禧科技
sz.300225,金力泰
sz.300227,光韵达
sz.300230,永利股份
sz.300231,银信科技
sz.300236,上海新阳
sz.300238,冠昊生物
sz.300239,东宝生物
sz.300240,飞力达
sz.300242,佳云科技
sz.300243,瑞丰高材
sz.300245,天玑科技
sz.300246,宝莱特
sz.300247,融捷健康
sz.300250,初灵信息
sz.300251,光线传媒
sz.300253,卫宁健康
sz.300256,星星科技
sz.300258,精锻科技
sz.300263,隆华科技
sz.300265,通光线缆
sz.300267,尔康制药
sz.300274,阳光电源
sz.300275,梅安森
sz.300281,金明精机
sz.300285,国瓷材料
sz.300286,安科瑞
sz.300290,荣科科技
sz.300291,百纳千成
sz.300292,吴通控股
sz.300302,同有科技
sz.300303,聚飞光电
sz.300304,云意电气
sz.300306,远方信息
sz.300308,中际旭创
sz.300317,珈伟新能
sz.300319,麦捷科技
sz.300320,海达股份
sz.300321,同大股份
sz.300326,凯利泰
sz.300327,中颖电子
sz.300331,苏大维格
sz.300337,银邦股份
sz.300339,润和软件
sz.300341,麦克奥迪
sz.300342,天银机电
sz.300344,立方数科
sz.300346,南大光电
sz.300347,泰格医药
sz.300351,永贵电器
sz.300353,东土科技
sz.300354,东华测试
sz.300355,蒙草生态
sz.300360,炬华科技
sz.300363,博腾股份
sz.300364,中文在线
sz.300369,绿盟科技
sz.300370,安控科技
sz.300373,扬杰科技
sz.300375,鹏翎股份
sz.300378,鼎捷数智
sz.300379,东方通
sz.300381,溢多利
sz.300382,斯莱克
sz.300386,飞天诚信
sz.300388,节能国祯
sz.300394,天孚通信
sz.300395,菲利华
sz.300399,天利科技
sz.300403,汉宇集团
sz.300404,博济医药
sz.300406,九强生物
sz.300407,凯发电气
sz.300408,三环集团
sz.300411,金盾股份
sz.300413,芒果超媒
sz.300416,苏试试验
sz.300421,力星股份
sz.300425,中建环能
sz.300428,立中集团
sz.300430,诚益通
sz.300442,润泽科技
sz.300451,创业慧康
sz.300456,赛微电子
sz.300458,全志科技
sz.300468,四方精创
sz.300470,中密控股
sz.300475,香农芯创
sz.300480,光力科技
sz.300481,濮阳惠成
sz.300482,万孚生物
sz.300483,首华燃气
sz.300485,赛升药业
sz.300488,恒锋工具
sz.300491,通合科技
sz.300493,润欣科技
sz.300496,中科创达
sz.300499,高澜股份
sz.300501,海顺新材
sz.300502,新易盛
sz.300507,苏奥传感
sz.300510,金冠股份
sz.300514,友讯达
sz.300516,久之洋
sz.300521,爱司凯
sz.300522,世名科技
sz.300523,辰安科技
sz.300525,博思软件
sz.300527,中船应急
sz.300531,优博讯
sz.300533,冰川网络
sz.300534,陇神戎发
sz.300536,*ST农尚
sz.300539,横河精密
sz.300540,蜀道装备
sz.300541,先进数通
sz.300543,朗科智能
sz.300546,雄帝科技
sz.300547,川环科技
sz.300548,博创科技
sz.300550,和仁科技
sz.300552,万集科技
sz.300553,集智股份
sz.300556,丝路视觉
sz.300557,理工光科
sz.300560,中富通
sz.300563,神宇股份
sz.300567,精测电子
sz.300568,星源材质
sz.300570,太辰光
sz.300571,平治信息
sz.300572,安车检测
sz.300573,兴齐眼药
sz.300579,数字认证
sz.300586,美联新材
sz.300587,天铁科技
sz.300593,新雷能
sz.300594,朗进科技
sz.300595,欧普康视
sz.300596,利安隆
sz.300597,吉大通信
sz.300599,雄塑科技
sz.300602,飞荣达
sz.300604,长川科技
sz.300605,恒锋信息
sz.300606,金太阳
sz.300610,晨化股份
sz.300611,美力科技
sz.300614,百川畅银
sz.300617,安靠智电
sz.300620,光库科技
sz.300622,博士眼镜
sz.300624,万兴科技
sz.300625,三雄极光
sz.300626,华瑞股份
sz.300628,亿联网络
sz.300629,新劲刚
sz.300633,开立医疗
sz.300634,彩讯股份
sz.300635,中达安
sz.300640,德艺文创
sz.300642,透景生命
sz.300644,南京聚隆
sz.300645,正元智慧
sz.300652,雷迪克
sz.300654,世纪天鸿
sz.300660,江苏雷利
sz.300661,圣邦股份
sz.300662,科锐国际
sz.300664,鹏鹞环保
sz.300666,江丰电子
sz.300668,杰恩设计
sz.300669,沪宁股份
sz.300673,佩蒂股份
sz.300675,建科院
sz.300677,英科医疗
sz.300679,电连技术
sz.300680,隆盛科技
sz.300682,朗新集团
sz.300683,海特生物
sz.300684,中石科技
sz.300685,艾德生物
sz.300687,赛意信息
sz.300688,创业黑马
sz.300689,澄天伟业
sz.300690,双一科技
sz.300691,联合光电
sz.300692,中环环保
sz.300697,电工合金
sz.300698,万马科技
sz.300699,光威复材
sz.300700,岱勒新材
sz.300701,森霸传感
sz.300703,创源股份
sz.300710,万隆光电
sz.300711,广哈通信
sz.300712,永福股份
sz.300713,英可瑞
sz.300717,华信新材
sz.300718,长盛轴承
sz.300719,安达维尔
sz.300720,海川智能
sz.300722,新余国科
sz.300727,润禾材料
sz.300729,乐歌股份
sz.300731,科创新源
sz.300732,设研院
sz.300735,光弘科技
sz.300736,百邦科技
sz.300737,科顺股份
sz.300745,欣锐科技
sz.300746,汉嘉设计
sz.300748,金力永磁
sz.300750,宁德时代
sz.300752,隆利科技
sz.300753,爱朋医疗
sz.300756,金马游乐
sz.300760,迈瑞医疗
sz.300762,上海瀚讯
sz.300765,新诺威
sz.300768,迪普科技
sz.300770,新媒股份
sz.300771,智莱科技
sz.300775,三角防务
sz.300781,因赛集团
sz.300784,利安科技
sz.300785,值得买
sz.300786,国林科技
sz.300787,海能实业
sz.300789,唐源电气
sz.300791,仙乐健康
sz.300793,佳禾智能
sz.300796,贝斯美
sz.300797,钢研纳克
sz.300800,力合科技
sz.300801,泰和科技
sz.300802,矩子科技
sz.300803,指南针
sz.300804,广康生化
sz.300807,天迈科技
sz.300810,中科海讯
sz.300811,铂科新材
sz.300814,中富电路
sz.300815,玉禾田
sz.300816,艾可蓝
sz.300818,耐普矿机
sz.300821,东岳硅材
sz.300825,阿尔特
sz.300828,锐新科技
sz.300830,金现代
sz.300832,新产业
sz.300834,星辉环材
sz.300837,浙矿股份
sz.300838,浙江力诺
sz.300847,中船汉光
sz.300848,美瑞新材
sz.300852,四会富仕
sz.300853,申昊科技
sz.300854,中兰环保
sz.300855,图南股份
sz.300856,科思股份
sz.300857,协创数据
sz.300858,科拓生物
sz.300859,西域旅游
sz.300862,蓝盾光电
sz.300863,卡倍亿
sz.300864,南大环境
sz.300866,安克创新
sz.300867,圣元环保
sz.300868,杰美特
sz.300870,欧陆通
sz.300871,回盛生物
sz.300872,天阳科技
sz.300873,海晨股份
sz.300877,金春股份
sz.300880,迦南智能
sz.300883,龙利得
sz.300885,海昌新材
sz.300888,稳健医疗
sz.300890,翔丰华
sz.300893,松原股份
sz.300895,铜牛信息
sz.300899,上海凯鑫
sz.300901,中胤时尚
sz.300904,威力传动
sz.300905,宝丽迪
sz.300906,日月明
sz.300907,康平科技
sz.300908,仲景食品
sz.300910,瑞丰新材
sz.300911,亿田智能
sz.300913,兆龙互连
sz.300915,海融科技
sz.300916,朗特智能
sz.300917,特发服务
sz.300919,中伟股份
sz.300920,润阳科技
sz.300921,南凌科技
sz.300923,研奥股份
sz.300927,江天化学
sz.300928,华安鑫创
sz.300930,屹通新材
sz.300932,三友联众
sz.300933,中辰股份
sz.300935,盈建科
sz.300937,药易购
sz.300938,信测标准
sz.300943,春晖智控
sz.300945,曼卡龙
sz.300946,恒而达
sz.300952,恒辉安防
sz.300955,嘉亨家化
sz.300957,贝泰妮
sz.300959,线上线下
sz.300960,通业科技
sz.300962,中金辐照
sz.300963,中洲特材
sz.300964,本川智能
sz.300968,格林精密
sz.300970,华绿生物
sz.300973,立高食品
sz.300975,商络电子
sz.300976,达瑞电子
sz.300977,深圳瑞捷
sz.300979,华利集团
sz.300981,中红医疗
sz.300982,苏文电能
sz.300984,金沃股份
sz.300987,川网传媒
sz.300989,蕾奥规划
sz.300992,泰福泵业
sz.300993,玉马科技
sz.300994,久祺股份
sz.300995,奇德新材
sz.300998,宁波方正
sz.301000,肇民科技
sz.301002,崧盛股份
sz.301004,嘉益股份
sz.301005,超捷股份
sz.301006,迈拓股份
sz.301008,宏昌科技
sz.301009,可靠股份
sz.301011,华立科技
sz.301012,扬电科技
sz.301013,利和兴
sz.301015,百洋医药
sz.301018,申菱环境
sz.301019,宁波色母
sz.301020,密封科技
sz.301021,英诺激光
sz.301022,海泰科
sz.301023,江南奕帆
sz.301024,霍普股份
sz.301025,读客文化
sz.301027,华蓝集团
sz.301028,东亚机械
sz.301031,中熔电气
sz.301035,润丰股份
sz.301038,深水规院
sz.301039,中集车辆
sz.301040,中环海陆
sz.301041,金百泽
sz.301042,安联锐视
sz.301043,绿岛风
sz.301045,天禄科技
sz.301046,能辉科技
sz.301047,义翘神州
sz.301051,信濠光电
sz.301052,果麦文化
sz.301053,远信工业
sz.301058,中粮科工
sz.301059,金三江
sz.301061,匠心家居
sz.301062,上海艾录
sz.301063,海锅股份
sz.301065,本立科技
sz.301066,万事利
sz.301068,大地海洋
sz.301069,凯盛新材
sz.301073,君亭酒店
sz.301075,多瑞医药
sz.301079,邵阳液压
sz.301080,百普赛斯
sz.301081,严牌股份
sz.301082,久盛电气
sz.301083,百胜智能
sz.301085,亚康股份
sz.301086,鸿富瀚
sz.301087,可孚医疗
sz.301088,戎美股份
sz.301090,华润材料
sz.301091,深城交
sz.301092,争光股份
sz.301093,华兰股份
sz.301096,百诚医药
sz.301097,天益医疗
sz.301098,金埔园林
sz.301099,雅创电子
sz.301101,明月镜片
sz.301102,兆讯传媒
sz.301106,骏成科技
sz.301107,瑜欣电子
sz.301108,洁雅股份
sz.301109,军信股份
sz.301110,青木科技
sz.301111,粤万年青
sz.301113,雅艺科技
sz.301115,建科股份
sz.301117,佳缘科技
sz.301118,恒光股份
sz.301119,正强股份
sz.301121,紫建电子
sz.301123,奕东电子
sz.301127,天源环保
sz.301128,强瑞技术
sz.301129,瑞纳智能
sz.301130,西点药业
sz.301131,聚赛龙
sz.301132,满坤科技
sz.301133,金钟股份
sz.301139,元道通信
sz.301141,中科磁业
sz.301148,嘉戎技术
sz.301149,隆华新材
sz.301150,中一科技
sz.301153,中科江南
sz.301158,德石股份
sz.301160,翔楼新材
sz.301161,唯万密封
sz.301162,国能日新
sz.301167,建研设计
sz.301171,易点天下
sz.301175,中科环保
sz.301176,逸豪新材
sz.301178,天亿马
sz.301180,万祥科技
sz.301181,标榜股份
sz.301183,东田微
sz.301185,鸥玛软件
sz.301186,超达装备
sz.301187,欧圣电气
sz.301188,力诺药包
sz.301189,奥尼电子
sz.301195,北路智控
sz.301196,唯科科技
sz.301197,工大科雅
sz.301198,喜悦智行
sz.301200,大族数控
sz.301201,诚达药业
sz.301202,朗威股份
sz.301205,联特科技
sz.301206,三元生物
sz.301210,金杨股份
sz.301213,观想科技
sz.301215,中汽股份
sz.301216,万凯新材
sz.301217,铜冠铜箔
sz.301218,华是科技
sz.301219,腾远钴业
sz.301220,亚香股份
sz.301222,浙江恒威
sz.301223,中荣股份
sz.301225,恒勃股份
sz.301227,森鹰窗业
sz.301228,实朴检测
sz.301231,荣信文化
sz.301232,飞沃科技
sz.301235,华康医疗
sz.301236,软通动力
sz.301237,和顺科技
sz.301246,宏源药业
sz.301251,威尔高
sz.301255,通力科技
sz.301256,华融化学
sz.301258,富士莱
sz.301259,艾布鲁
sz.301260,格力博
sz.301261,恒工精密
sz.301262,海看股份
sz.301263,泰恩康
sz.301265,华新环保
sz.301266,宇邦新材
sz.301267,华厦眼科
sz.301268,铭利达
sz.301270,汉仪股份
sz.301272,英华特
sz.301277,新天地
sz.301279,金道科技
sz.301280,珠城科技
sz.301282,金禄电子
sz.301283,聚胶股份
sz.301285,鸿日达
sz.301287,康力源
sz.301288,清研环境
sz.301289,国缆检测
sz.301290,东星医疗
sz.301291,明阳电气
sz.301296,新巨丰
sz.301297,富乐德
sz.301300,远翔新材
sz.301302,华如科技
sz.301303,真兰仪表
sz.301306,西测测试
sz.301310,鑫宏业
sz.301311,昆船智能
sz.301312,智立方
sz.301313,凡拓数创
sz.301314,科瑞思
sz.301316,慧博云通
sz.301317,鑫磊股份
sz.301318,维海德
sz.301319,唯特偶
sz.301320,豪江智能
sz.301322,绿通科技
sz.301323,新莱福
sz.301325,曼恩斯特
sz.301326,捷邦科技
sz.301329,信音电子
sz.301331,恩威医药
sz.301333,诺思格
sz.301335,天元宠物
sz.301336,趣睡科技
sz.301338,凯格精机
sz.301339,通行宝
sz.301345,涛涛车业
sz.301349,信德新材
sz.301353,普莱得
sz.301355,南王科技
sz.301356,天振股份
sz.301359,东南电子
sz.301361,众智科技
sz.301362,民爆光电
sz.301363,美好医疗
sz.301365,矩阵股份
sz.301366,一博科技
sz.301367,怡和嘉业
sz.301368,丰立智能
sz.301373,凌玮科技
sz.301377,鼎泰高科
sz.301378,通达海
sz.301380,挖金客
sz.301382,蜂助手
sz.301383,天键股份
sz.301387,光大同创
sz.301389,隆扬电子
sz.301390,经纬股份
sz.301392,汇成真空
sz.301393,昊帆生物
sz.301395,仁信新材
sz.301396,宏景科技
sz.301397,溯联股份
sz.301398,星源卓镁
sz.301428,世纪恒通
sz.301429,森泰股份
sz.301439,泓淋电力
sz.301448,开创电气
sz.301456,盘古智能
sz.301458,钧崴电子
sz.301459,丰茂股份
sz.301468,博盈特焊
sz.301469,恒达新材
sz.301486,致尚科技
sz.301488,豪恩汽电
sz.301498,乖宝宠物
sz.301502,华阳智能
sz.301503,智迪科技
sz.301505,苏州规划
sz.301507,民生健康
sz.301510,固高科技
sz.301519,舜禹股份
sz.301520,万邦医药
sz.301529,福赛科技
sz.301533,威马农机
sz.301536,星宸科技
sz.301538,骏鼎达
sz.301548,崇德科技
sz.301550,斯菱股份
sz.301551,无线传媒
sz.301552,科力装备
sz.301556,托普云农
sz.301565,中仑新材
sz.301568,思泰克
sz.301571,国科天成
sz.301578,辰奕智能
sz.301580,爱迪特
sz.301581,黄山谷捷
sz.301585,蓝宇股份
sz.301586,佳力奇
sz.301587,中瑞股份
sz.301588,美新科技
sz.301591,肯特股份
sz.301592,六九一二
sz.301598,博科测试
sz.301600,慧翰股份
sz.301601,惠通科技
sz.301602,超研股份
sz.301603,乔锋智能
sz.301606,绿联科技
sz.301607,富特科技
sz.301608,博实结
sz.301611,珂玛科技
sz.301617,博苑股份
sz.301618,长联科技
sz.301622,英思特
sz.301626,苏州天脉
sz.301628,强达电路
sz.301633,港迪技术
